unique_ID,aine_kood,nimi_et,nimi_en,eap,semester,hindamisviis,keel,linn,oppeaste,veebiope,eeldusained,kirjeldus,eesmargid,opivaljundid,hindamise_info
MJRI.09.002,MJRI.09.002,Kõrgema matemaatika rakendused majandusteaduses,Applications of Higher Mathematics in Economics,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,,bakalaureuseõpe,põimõpe,,"Kursus tutvustab teoreetilistes majandusmudelites kasutatavaid matemaatilisi meetodeid, mille tundmine on vajalik majandusteaduslike õpikute ning teadusartiklite mõistmiseks. Käsitletavate matemaatiliste meetodite kasutusvõimalusi majandusteaduses illustreerivad näited majandusteooriast. Sealjuures ei ole eesmärgiks näitena kasutatud majandusmudelite täielik analüüs ja tõlgendamine, viimast tehakse järgmiste kursuste käigus.","Kursus annab kogemuse, kuidas kasutada erinevaid matemaatilisi meetodeid majandusteoreetilistes mudelites.","Aine läbinud üliõpilane , * tunneb erinevaid matemaatilisi meetodeid (diferentseerimine, integreerimine, optimeerimine, maatriksarvutus, diferentsvõrrandid) ja nende kasutusvõimalusi majandusmudelite analüüsimisel;, * oskab majandusteoorias ette tulevaid probleeme esitada verbaalse mudelina ning selle põhjal püstitada matemaatilise mudeli;, * oskab matemaatilise mudeli esitada ka graafilisel kujul;, * oskab valida mudeli analüüsimiseks sobiva matemaatilise meetodi ning seda kasutada;, * oskab analüüsi tulemusi tõlgendada.","Mõlemast kontrolltööst on võimalik saada maksimaalselt 30 punkti (parima sooritaja tulemus, ülejäänute punktid arvutatakse suhtelisel skaalal parima tulemusega võrreldes). Kummastki Moodle'i testist on võimalik saada maksimaalselt 10 punkti. Eksami parim sooritaja saab 50 punkti, ülejäänute punktid arvutatakse suhtelisel skaalal parima tulemusega võrreldes. Eksamihindes võetakse arvesse parema kontrolltöö punktid (moodustavad 30% lõppsummast), mõlema testi punktid (kumbki 10 % lõpphindest) ja eksamitöö punktid (50% lõpphindest). Punktid summeeritakse, hinne kujuneb järgmiselt: A - 90-100% maksimaalsest punktisummast, B - 80-90%, C - 70-80%, D - 60-70%, E - 50-60%, F - alla 50%."
OIEO.04.141,OIEO.04.141,Õigusteadusliku uurimistöö alused ja akadeemiline väljendusoskus,Basics of Legal Research and Academic Communication Skills,3.0,sügis,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Mistahes tasemel õigusteadusliku uurimistöö (uurimistöö, magistritöö, teadusartikkel jne) koostamine eeldab arusaamist sellest, mis on õigusteadusliku uurimistöö olemus ja millised on sellisele tööle  esitatavad nõuded. Käesolev aine valmistab üliõpilase ette uurimistöö sisuliseks kirjutamiseks, st annab esmalt ülevaate sellest, millist uurimistööd saab üldse pidada õigusteaduslikuks ning seejärel sellest, milliste nõuetega tuleb arvestada uurimistööd kirjutama asudes. Viimased nõuded hõlmavad nii nõudeid kasutatavatele allikatele ja nendele viitamisele, nõudeid töö liigile (olenevad sellest, kas tegemist on uurimistööga, magistritööga, doktoritööga vms) ja vormistamisele ning nõudeid töö stiilile (sh sõnastusele). Kuivõrd uurimistöö kirjutamine eeldab ka sellele esitatud tagasiside vastuvõtmise oskust, käsitletakse käesolevas aines tagasisidestamisega (sh nii selle andmise kui ka vastuvõtmisega) seonduvat. Samuti antakse aines juhtnööre selles osas, kuidas enda uurimistöö teemapüstitust suuliselt esitleda. Kuna üliõpilastöö kirjutamine on protsess, antakse praktilisi nõuandeid selle kohta, mil viisil planeerida oma ajakasutust sel viisil, et etteantud tähtajaks valmiks õigusteaduslikule tööle esitatavatele nõuetele vastav töö.","Õppeaine annab ülevaate õigusteadusliku uurimistöö olemusest, sellise uurimistöö koostamisel kasutatavatele allikatele ja nendele viitamisele esitatavatest nõuetest, üliõpilastöö liikidest ja vormistamisnõuetest ning akadeemilise õigusteadusliku uurimistöö stiilinõuetest. Samuti käsitletakse õppeaines töö suulise esitlemise ja tagasisidestamise põhimõtteid ning ajakasutuse oskust akadeemilise uurimistöö kirjutamise kontekstis.","Kursuse edukalt läbinud üliõpilane:, - oskab selgitada akadeemilise uurimistöö olemust;, - leiab õigusalastest ja raamatukogu andmebaasidest enda uurimistööks vajalikke allikaid;, - hindab kriitiliselt leitud allika akadeemiliseks uurimistööks kasutamise kohasust; , - oskab hinnata enda ja teiste tekstide vastavust akadeemilise stiili nõuetele;, - tunneb ja rakendab õigusteaduskonna üliõpilastöödele kehtestatud vorminõudeid sõltuvalt üliõpilastöö liigist;, - teab akadeemiliste tekstide koostamise põhilisi eetilisi nõudeid ning oskab vältida plagiaati;, - oskab õigusteaduslikule uurimistööle esitatavatele nõuetele vastava töö kirjutamist planeerida;, - oskab kirjaliku teksti põhjal koostada suulise ettekande;, - oskab vastu võtta ja anda tagasisidet.","Kursuse lõpphinne (arvestatud/mittearvestatud) kujuneb kursuse käigus sooritatud ülesannete põhjal. Positiivse hinde saamiseks peab üliõpilane sooritama kõik ülesanded hindele ""arvestatud""."
FLGR.01.374,FLGR.01.374,Shakespeare'i Itaalia näidendid,Shakespeare's Italian Plays,6.0,sügis,"Eristav (A, B, C, D, E, F, mi)",inglise keel,,bakalaureuseõpe,põimõpe,,"Kursuse raames käsitletakse valikut Shakespeare'i Itaalia-teemalisi näidendeid. Neid vaadeldakse laiemas Shakespeare'i autorluse kontekstis, mis on hiljuti jälle päevakajaliseks muutunud seoses uute leidude ja teooriatega. Kuna nüüd on kindlaid tõendeid olemas sellest, et Shakespeare tundis Itaaliat nii hästi, kui võib tunda ainult inimene, kes on seal elanud ja laialdaselt reisinud, pole enam võimalik väita, et peaaegu kirjaoskamatu Stratfordi kaupmees, kes kunagi ei lahkunud Inglismaalt ja justkui mõtles välja oma Itaalia informatsiooni põhjal, mida ta kuulis teatrite umber asuvates kõrtsides, oli nende näidendite autor. Samuti on kakssada aastat intensiivseid otsinguid andud nn. Stratfordi mehest sellise pildi, mis mitte kuidagi ei sobitu Shakespeare'i näidenditega. Otsingud leidmaks autorit, kes võiks peituda pseudonüümi William Shakespeare taga on viinud avastuseni, et Edward de Vere'i, 17. Oxfordi krahvi looming, mida ta avaldas oma nime all, on ülimalt sarnane Shaekspeare'i omaga. Oxfordi ühiskondlik positsioon õukondlasena, tema hiiglav haridus, aristokraatlikud huvid ning pühendumine kirjutamisele ja teatrile (tal oli oma teatritrupp), pluss iseäralikud isikliku elu seigad annavad kokku usutava ja esimest korda paljusid asju selgitava tausta näidenditele.
Kursus koosneb seminaridest, mille käigus arutletakse iga näidendi teksti üle ja vaadatakse koos ära ka terve näidend, tavaliselt BBC versioonis. Eelnevalt on kodus tarvis peale näidendi enda ka läbi lugeda taustamaterjal, mille kohta on olemas ka abistavad küsimused.",Eesmärgiks on tutvustada üliõpilastele igakülgselt Shakespeare'i nn. Itaalia näidendeid.,"Kursuse lõpuks on üliõpilased tutvunud Shakespeare'i Itaalia-teemaliste näidendite teksti ja kontekstiga, on näinud neid näitlejate poolt esitatuna ja on saanud teadlikuks nn. Shakespeare'i autorluse küsimuse olemusest.",The exam will take place in class. A selection of 4 questions will be made from among the questions you prepared for sessions in class and you will write answers to them using all your materials.
P2OG.01.044,P2OG.01.044,Tööõigus,Labour Law,6.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,P2OG.01.030 (Tsiviilõiguse üldosa) JA P2OG.01.088 (Võlaõiguse üldosa) JA P2OG.01.089 (Lepinguõigus),"Õppeaines käsitletakse tööõiguse olemust ja rakendusala, individuaalseid ja kollektiivseid töösuhteid; õpitakse tundma töölepingu sõlmimise, muutmise ja lõpetamise korda, töölepingu poolte õigusi ja kohustusi, töö- ja puhkeaja, puhkuste, palga, tööohutuse ja -tervishoiu õiguslikku reguleerimist, poolte vastutust, samuti töötajate ja tööandjate ühingute ja liitude õiguslikku seisundit, töötingimuste kollektiivset kujundamist ning töösuhete pinnalt tekkinud vaidluste lahendamist.",Anda üliõpilasele teadmised tööõigusalasest regulatsioonist ja praktikast Eestis.,"Kursuse läbinud üliõpilane:, *teab töösuhete õiguslikku regulatsiooni Eestis ja selle seoseid Euroopa Liidu tööõigusega;, *teab tööõigusaktide kohaldamisel tekkida võivaid probleeme ja nende lahendamise võimalusi ning;, *oskab lahendada tööõigusalaseid kaasusi.","Vastused küsimustele/ülesannetele moodustavad kuni 52% eksamihindest (lävend 28 punkti), kaasuse lahendus moodustab kuni 24% eksamihindest (lävend 10 punkti) ning kontrolltöö tulemus moodustab kuni 24% eksamihindest (lävend 13 punkti)."
FLKU.05.090,FLKU.05.090,Eesti kirjanduse ajalugu I,History of Estonian Literature I,6.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Avaloengus ja seminarides käsitletakse eesti kirjandusajaloo kirjutamise probleeme ning kirjasõna ja vaimuliku diskursuse kokkupuuteid, vaadeldakse 19. sajandi olulisemaid auroreid (Peterson, Kreutzwald, Koidula jt)   Seejärel käsitletakse mitmete teemade (minevik, kirik, inetus jt) kujutamist ja nendest kõnelemise viise (diskursusi). Pööratakse tähelepanu mütoloogiale, küla kujutamise eri aspektidele, ajaloo kujutamisele eripäradele erinevates esteetilistes süsteemides, rahvuse idee avaldumisele ja „Noor-Eesti"" tegevuse kaasaegsetele tõlgendustele. Kursuse lõpus vaadeldakse E. Enno, J. Liivi ja J. Oksa loomingut.","Loengusarja eesmärk on  analüüsida ja läbi valgustada  19. sajandi ja 20. sajandi alguse eesti  kirjanduse arengut ja retoorikat ehk esitada tänapäevane vaade eesti kirjanduse suundumustele, teemadele ja autoritele selle algusest kuni 1917. aastani.","Kursuse läbinud üliõpilane, *tunneb käsitletava perioodi elementaarseid kirjanduslikke ja kultuuriloolisi fakte (autorid, pealkirjad, kesksed eesti ajalugu puudutavad sündmused ja protsessid jms), *oskab analüüsida ja eristada eesti kirjanduskaanoni põhitekstide poeetikat ja autorite maailmavaadet, *omab ülevaadet 19. sajandi eesti kirjanduse kesksetest teemadest, *arendab tekstide praktilise lähilugemise oskust (sh paaris- ja rühmatöö vormis), *kinnistab kirjanduse analüüsimisel kasutatava mõistestiku kasutamist",Kursuse lõpus toimuval kirjanlikul eksamil kontrollitakse semestri teises pooles käsitletud materjali ja lektüüri tundmist. Lõpliku hinde saamiseks peab olema sooritatud ka semestri keskel toimuv kontrolltöö.
P2OG.02.104,P2OG.02.104,Kriminoloogia põhikursus,Criminology,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Õppeaines antakse ülevaade empiirilise kriminoloogilise uuringu enimkasutatud meetoditest ja protseduurireeglitest. Sedavõrd, kui kriminoloogiat käsitatakse sotsioloogilise õpetusena kriminaalsest käitumisest ja kuritegevusest, vaadeldakse ka käesoleva õppeaine raames valdavalt meetodeid ja protseduure nähtuste sotsiaalsete omaduste uurimiseks, jättes kõrvale nn biokriminoloogia uurimisala.",Üliõpilased saavad ülevaate kuritegevuse põhjuseid käsitlevatest teooriatest. Suhtumine kuritegevuse põhjustesse muutub ratsionaalsemaks.,"Õppeaine läbinud üliõpilane:, - Teab, kuidas kuritegevust mõõdetakse., - Oskab kuritegevuse statistikat tõlgendada., - Tunneb kaasaegseid kriminoloogilisi teooriaid., - Rakendab kriminoloogilisi teooriaid, et selgitada praeguseid kuritegevuse suundumusi.","Eksami osadeks on: 
- 40% esinemine seminaril
- 60% kirjalik eksam"
USUS.01.069,USUS.01.069,Kristluse ajalugu,History of Christianity,6.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Kursus annab ülevaate Lääne (ja vähemal määral ka Ida) kiriku ajaloost, kirikuorganisatsiooni ja kirikuõiguslike seisukohtade kujunemisest, tähtsamatest filosoofilistest ja õpetuslikest seisukohtadest, kristliku vagaduse vormidest ja kultuurist.",Anda ülevaade kristluse ajaloost.,"Kursuse lõpus üliõpilased:, * on omandanud ettekujutuse kristluse ajaloos toimunud arengutest, * eristavad olulisemaid ajaloolisi ja õpetuslikke suundumusi, * suudavad ära tunda ja kasutada tähtsamaid termineid, * seostavad ajaloolised ja õpetuslikud arengud tervikuks.","25% loengutest osavõtmine, 75% eksam"
SVNC.00.053,SVNC.00.053,Matemaatiline analüüs,Mathematical Analysis,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Narva linn,rakenduskõrgharidusõpe,põimõpe,,Funktsioon ja tema liigid. Piirväärtus ja funktsiooni pidevus. Tuletis ja selle rakendamisvõimalused. Diferentsiaal. Funktsiooni uurimine teoreemide abil. Määramata ja määratud integraal. Muutuja funktsioon. Diferentsiaalvõrrandid. Kursus on üles ehitatud praktiliste ülesannete lahendamisele,Omandada diferentsiaal- ja integraalarvutuse teoreetilised alused. Õppida lahendama mainitud teooriaga seotud põhilisi ülesandeid. Näha diferentsiaal- ja integraalarvutuse võimalikke rakendusi praktikas ja teistes teadusharudes. Arendada matemaatilist mõtlemist,"Õppeaine läbinud õppija:, Õppeaine läbinud õppija:
Kursuse läbinud üliõpilane: 

-teab, funktsiooni liike, piirväärtust ja funktsiooni pidevus.  

- leiab lihtsamaid piirväärtusi, uurib funktsiooni pidevust ja kasutab pideva funktsiooni omadusi ülesannete lahendamisel. 

- tunneb mõisteid tuletis ja diferentsiaal, oskab neid leida. Teab tuletise rakendusvõimalusi.  

- tunneb teoreeme, mille alusel funktsioone uuritakse. 

- leiab lihtsamaid määramata ja määratud integraale., kasutab määratud integraali lihtsamate tasandiliste kujundite pindala ja ruumiliste kujundite ruumala arvutamiseks. 

- teab mitme muutuja funktsiooni, selle osatuletiste mõisteid, oskab lahendada lihtsamaid ekstreemumülesandeid. 

- lahendab eralduvate muutujatega diferentsiaalvõrrandeid.","Lähtetesti tulemuste põhjal koostan igale õpilasele õpijärje, mida järgides tudeng sooritab pärast piisavat harjutamist sulandsortimise süsteemis teste. Iga võit tähendab vastava õpiteema kohta hinnet ""A"". Edetabeli viimast hinnatakse vastavalt SOLO'le. Õpiteemade, mis on kursuse eelduseks, hinded kursuse lõpphinde arvutamises ei osale, kuid on vajalikud, et jõuda kursuse teemadeni. Kokkuvõtvas hindamises saab õpilane üksnes nende kursuse teemade kohta ülesanded, mille kohta tal juba on hinne vähemalt ""E"". Iga kokkuvõtva hindamise teema kohta on ülesanded vastavalt õpiväljundi Bloomi tasemele, pluss boonustase, mis tähendab, et hinded kaalutakse."
HVLC.05.049,HVLC.05.049,"Poola keel eelkesktasemele I (inglise keele baasil), tase A2.1 > A2.2","Polish for Pre-Intermediate Learners I (on the Basis of English), Level A2.1 > A2.2",6.0,sügis,"Eristamata (arv, m.arv, mi)","poola keel, inglise keel",,"bakalaureuseõpe, magistriõpe, doktoriõpe",põimõpe,,"Kompleksne poola keele jätkkursus (morfoloogia, leksikoloogia, tekstide lugemine, kõnekeele- ning kirjutamisoskuse kinnistamine). Praktiline keeleõpe jätkub suulise ja kirjaliku väljendusoskuse arendamisega ning erineva raskusastmega tekstide lugemise, tõlkimise ning analüüsiga.","Arendada poola keele suulist ja kirjalikku väljendusoskust, erinevate tekstide tõlgendamist ja analüüsimist, seostada omavahel erinevaid valdkondlikke teadmisi.","Õppeaine läbinud õppija:, Õppeaine kolmanda osa läbinud üliõpilane on saavutanud ja edasi arendanud suhtlusläve poola keeles A2.2 tasemel, mis on seotud oskusega seostada einevaid valdkondlikke teadmisi.","Test 1 - 25 punkti
Test 2 - 25 punkti
Suuline eksam - 15 punkti
Kodutööde esitamine - 25 punkti
Esitlus - 10 punkti"
FLKE.02.277,FLKE.02.277,"Saksa keel algajatele I (süvaõpe), tase 0 > A1","German for Beginners I (Intensive Course), Level 0 > A1",12.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,,"bakalaureuseõpe, magistriõpe, doktoriõpe",põimõpe,,"Igapäevaelu teemad: mina ja minu pere, igapäevased tegevused, tudengielu, riietus, ilm jne.
Tundides arendatakse nelja osaoskust (lugemine, rääkimine, kirjutamine, kuulamine).",Üliõpilasele antakse võimalus omandada baasteadmised saksa keelest nii kõnes kui kirjas.,"Õppeaine edukalt läbinud üliõpilane:, 1. oskab korrektselt hääldada tuttavaid sõnu ja fraase, 2. mõistab kuulamis- ja lugemistekste tuttavatel teemadel ning on võimeline edasi andma loetu ja kuuldu sisu, 3. arendab vestlust tuttavatel teemadel, 4. koostab A1 tasemel kirjalikke ja suulisi tekste ja kasutab A1 taseme grammatikat, 5. kasutab erinevaid digikeskkondi koostööks ja iseseisvaks keeleõppeks, 6. tutvub erinevate e-portfoollio loomise võimalustega (Mahara, Weebly, Synthasite, Google Sites, LiveBinders, Wix) ja kasutab endale sobivat platvormi.","Hinne kujuneb kirjaliku (75 %) ning suulise (25 %) eksami põhjal. 
Semestri lõpus toimub eksam, kus kontrollitakse kõiki nelja osaoskust: lugemine, kirjutamine, kuulamine, rääkimine."
HVLC.09.023,HVLC.09.023,"Leedu keel algtasemele I, tase 0 - A1.1","Lithuanian for Beginners I, Level 0 - A1.1",6.0,sügis,"Eristamata (arv, m.arv, mi)",eesti keel,,"bakalaureuseõpe, magistriõpe, doktoriõpe",põimõpe,,"Kursuse jooksul omandatakse grammatika baasteadmised, loetakse lihtsamaid tekste, kuulatakse dialooge, arendatakse kommunikatiivse meetodi abil  rääkimisoskust. 
Teemad: 
- Keeled, maad, rahvused
- Linn, aadress, ametid
- Pere, sugulased 
- Numbrid, värvid
- Söögid ja joogid, poes, kohvikus
- Kellaaeg
- Transport, bussijaam, takso
- Asukoht.
Samas antakse lühiülevaade leedulaste tänapäevasest eluolust, tavadest ja kultuurist.","Leedu keele algkursus on mõeldud üliõpilastele, kes ei oska üldse või oskavad minimaalselt leedu keelt. Kursuse eesmärk on anda algteadmisi leedu keelest, arendades erinevate tegevuste kaudu nelja osaoskust (lugemine, kirjutamine, kuulamine, rääkimine).","Pärast kursuse läbimist suudab üliõpilane aru saada lihtsamatest leedukeelsetest tekstidest ja leedukeelsest kõnest, oskab kasutada õpitud sõnavara ja grammatikat lihtsamates igapäevastes suhtlussituatsioonides.","1) 2 kontrolltööd
2) suuline arvestus (dialoog kursusekaaslasega)"
HVKU.10.010,HVKU.10.010,Sumeri müüt ja kirjandus,Sumerian Myth and Literature,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",inglise keel,Tartu linn,"bakalaureuseõpe, magistriõpe, doktoriõpe",põimõpe,,"Loengukursus käsitleb esmalt Sumeri arhailisi mütoloogilisi kujutelmi muistse säilinud kunstimaterjali ja esemelise ainese baasilt, edasi varadünastilist kirjalikult säilinud kirjandust ja mütoloogiat (ca 2700-2350 eKr), edasi Akkadi ajastu materjali (ca 2350-2150 eKr), siis Uus-Sumeri ajastu (ca 2140-2004 eKr) hümne ja müüte, Isini ja lõpuks Larsa riigi ajastust pärit (ca 2000-1750 eKr) rohket tekstimaterjali kuni Vana-Babüloonia ajastu alguseni välja.
Loengutes käsitletakse Vana Lähis-Ida vanemat kirjandust, mütoloogiat ja usundilugu piirkondade ja perioodide kaupa ning analüüsitakse neist tähtsamaid säilinud tekste. Antakse ka ülevaade piirkondade ajaloost ja kronoloogiast. Olulisemate eraldikäsitletavate kirandustekstidena peab paljude teiste kõrval eraldi välja tooma järgmised süvitsikäsitletavad: Ebla mütoloogilised hümnid kui maailma esimesed säilinud ""loomismüüdid"", Bartoni silindri loomismüüt, Urukagina 15 loomismüüt, varadünastilised templihümnid, Ur-Nanše steel, Eanatumi võidusteel ja teised varadünastilised kuninglikud kroonikad, Kuningas Gudea templihümn, Kuningas Utu-hegali võit Gutilaste üle, Akkadi needmine, Sumeri kuningate nimekiri; Ur III, Isini ja Larsa dünastiate kuningate hümnid, Sumeri veeuputuslugu, Gilgameši surm, Gilgameš, Enkidu ja allilm, eepilised lood Enmerkarist ja Lugalbandast, müüdid Enki ja maailmakord, Enki reis Nippurisse, Enki ja Inanna, Enki ja Ninmah, Kõpla laul, jne.","Loengukursuse eesmärgiks on anda ülevaade Vana Lähis-Ida ja ka maailmakultuuri teadaolevalt vanimast kirjanduspärandist ja mütoloogilistest ning religioossetest arusaamadest muitses Mesopotaamias tänase Iraagi territooriumil asunud Sumeri eri riikide ajastust pärineva säilinud materjali baasil arhailisest ja varadünastilisest ajastust kuni Vana-Babüloonia ajastuni välja, millal sumeri keel oli emakeelena räägitavana juba kasutuselt kadunud. Antakse ülevaade kõige olulisematest mütoloogilistest ja ilukidjanduslikest sumeri tekstidest nagu muitsed hümnid, eepilised lood, loomismüüdid.","Pärast kursuse läbimist üliõpilane tunneb peamisi vanemast Mesopotaamiast pärit, aga ka Ida-Vahemere piirkonnas levinud olulisemaid sumeri müüte ja ilukirjanduslikke teoseid ning oskab neid nii žanri kaupa liigitada kui mõista teoste sisu tuuma ning loomismehhanismide taga seisnud mõttemaailma. Tudeng mõistab ka olulisemate sumeri usulis-mütoloogiliste ning ilukirjanduslike tekstide pikaajalist olulisust ning mõju oma ajaloolise sumeri kultuuriruumi kontekstis, kuid ka väljaspool laenude ja mõjude kaudu olgu piiblitekstidele või kaasaja mõttemaailmani välja.",Essee ja suuline vestlus tudengiga põhinedes esitatud esseel ja loengus käsitletud põhipunktidel
